Satellite,Ocean,Date,Value,Decimal_Date
TOPEX,Andaman Sea,1992-12-17,-10.34,1992.9617486338798
TOPEX,Arabian Sea,1992-12-17,-18.46,1992.9617486338798
TOPEX,Atlantic Ocean,1992-12-17,-15.41,1992.9617486338798
TOPEX,Baltic Sea,1992-12-17,196.85,1992.9617486338798
TOPEX,Bay Bengal,1992-12-17,3.27,1992.9617486338798
TOPEX,Caribbean Sea,1992-12-17,-13.58,1992.9617486338798
TOPEX,Gulf Mexico,1992-12-17,-3.95,1992.9617486338798
TOPEX,Indian Ocean,1992-12-17,-27.63,1992.9617486338798
TOPEX,Indonesian,1992-12-17,-3.09,1992.9617486338798
TOPEX,Mediterranean,1992-12-17,39.02,1992.9617486338798
TOPEX,Nino,1992-12-17,-3.13,1992.9617486338798
TOPEX,North Pacific,1992-12-17,19.59,1992.9617486338798
TOPEX,North Sea,1992-12-17,44.01,1992.9617486338798
TOPEX,Pacific Ocean,1992-12-17,-14.88,1992.9617486338798
TOPEX,Persian Gulf,1992-12-17,134.53,1992.9617486338798
TOPEX,Sea Japan,1992-12-17,-46.65,1992.9617486338798
TOPEX,Sea Okhotsk,1992-12-17,-4.39,1992.9617486338798
TOPEX,South China,1992-12-17,-4.6,1992.9617486338798
TOPEX,Southern Ocean,1992-12-17,-24.43,1992.9617486338798
TOPEX,Tropics,1992-12-17,-19.64,1992.9617486338798
TOPEX,World,1992-12-17,-15.95,1992.9617486338798
TOPEX,Yellow Sea,1992-12-17,-70.61,1992.9617486338798
TOPEX,Adriatic Sea,1992-12-18,9.19,1992.964480874317
TOPEX,Bering Sea,1992-12-18,-5.35,1992.964480874317
TOPEX,North Atlantic,1992-12-18,-0.23,1992.964480874317
TOPEX,Andaman Sea,1992-12-26,-2.64,1992.9863387978141
TOPEX,Baltic Sea,1992-12-26,228.05,1992.9863387978141
TOPEX,Bay Bengal,1992-12-26,11.67,1992.9863387978141
TOPEX,Mediterranean,1992-12-26,-12.98,1992.9863387978141
TOPEX,North Sea,1992-12-26,63.31,1992.9863387978141
TOPEX,Persian Gulf,1992-12-26,112.23,1992.9863387978141
TOPEX,Sea Japan,1992-12-26,-23.05,1992.9863387978141
TOPEX,Sea Okhotsk,1992-12-26,-38.09,1992.9863387978141
TOPEX,South China,1992-12-26,-15.9,1992.9863387978141
TOPEX,Arabian Sea,1992-12-27,8.14,1992.9890710382513
TOPEX,Atlantic Ocean,1992-12-27,-10.31,1992.9890710382513
TOPEX,Bering Sea,1992-12-27,-30.85,1992.9890710382513
TOPEX,Caribbean Sea,1992-12-27,-2.48,1992.9890710382513
TOPEX,Gulf Mexico,1992-12-27,-13.75,1992.9890710382513
TOPEX,Indian Ocean,1992-12-27,-10.03,1992.9890710382513
TOPEX,Indonesian,1992-12-27,3.81,1992.9890710382513
TOPEX,Nino,1992-12-27,-8.93,1992.9890710382513
TOPEX,North Atlantic,1992-12-27,-0.53,1992.9890710382513
TOPEX,North Pacific,1992-12-27,-8.31,1992.9890710382513
TOPEX,Pacific Ocean,1992-12-27,-27.18,1992.9890710382513
TOPEX,Southern Ocean,1992-12-27,-16.73,1992.9890710382513
TOPEX,Tropics,1992-12-27,-22.34,1992.9890710382513
TOPEX,World,1992-12-27,-17.65,1992.9890710382513
TOPEX,Yellow Sea,1992-12-27,-44.41,1992.9890710382513
TOPEX,Adriatic Sea,1992-12-28,-51.91,1992.9918032786886
TOPEX,Baltic Sea,1993-01-04,-2.95,1993.0109589041097
TOPEX,South China,1993-01-04,-17.5,1993.0109589041097
TOPEX,Andaman Sea,1993-01-05,-79.04,1993.013698630137
TOPEX,Arabian Sea,1993-01-05,32.14,1993.013698630137
TOPEX,Atlantic Ocean,1993-01-05,-12.31,1993.013698630137
TOPEX,Bay Bengal,1993-01-05,28.57,1993.013698630137
TOPEX,Bering Sea,1993-01-05,-15.85,1993.013698630137
TOPEX,Caribbean Sea,1993-01-05,-15.08,1993.013698630137
TOPEX,Gulf Mexico,1993-01-05,-25.75,1993.013698630137
TOPEX,Indian Ocean,1993-01-05,5.87,1993.013698630137
TOPEX,Indonesian,1993-01-05,-7.09,1993.013698630137
TOPEX,Mediterranean,1993-01-05,-83.58,1993.013698630137
TOPEX,Nino,1993-01-05,-4.33,1993.013698630137
TOPEX,North Atlantic,1993-01-05,-16.33,1993.013698630137
TOPEX,North Pacific,1993-01-05,-16.71,1993.013698630137
TOPEX,North Sea,1993-01-05,76.81,1993.013698630137
TOPEX,Pacific Ocean,1993-01-05,-24.28,1993.013698630137
TOPEX,Sea Japan,1993-01-05,-4.25,1993.013698630137
TOPEX,Sea Okhotsk,1993-01-05,-41.09,1993.013698630137
TOPEX,Southern Ocean,1993-01-05,-5.13,1993.013698630137
TOPEX,Tropics,1993-01-05,-19.54,1993.013698630137
TOPEX,World,1993-01-05,-14.55,1993.013698630137
TOPEX,Adriatic Sea,1993-01-06,-79.01,1993.0164383561644
TOPEX,Persian Gulf,1993-01-06,82.33,1993.0164383561644
TOPEX,Yellow Sea,1993-01-06,-37.51,1993.0164383561644
TOPEX,South China,1993-01-14,8.0,1993.0383561643835
TOPEX,Arabian Sea,1993-01-15,30.34,1993.041095890411
TOPEX,Baltic Sea,1993-01-15,-2.65,1993.041095890411
TOPEX,Bay Bengal,1993-01-15,-6.43,1993.041095890411
TOPEX,Bering Sea,1993-01-15,-40.95,1993.041095890411
TOPEX,Gulf Mexico,1993-01-15,-18.25,1993.041095890411
TOPEX,Indian Ocean,1993-01-15,1.87,1993.041095890411
TOPEX,Indonesian,1993-01-15,-19.09,1993.041095890411
TOPEX,Mediterranean,1993-01-15,-49.68,1993.041095890411
TOPEX,Nino,1993-01-15,-7.03,1993.041095890411
TOPEX,North Pacific,1993-01-15,-43.51,1993.041095890411
TOPEX,North Sea,1993-01-15,229.71,1993.041095890411
TOPEX,Pacific Ocean,1993-01-15,-33.18,1993.041095890411
TOPEX,Persian Gulf,1993-01-15,-52.87,1993.041095890411
TOPEX,Sea Japan,1993-01-15,1.55,1993.041095890411
TOPEX,Sea Okhotsk,1993-01-15,-31.49,1993.041095890411
TOPEX,Southern Ocean,1993-01-15,-10.33,1993.041095890411
TOPEX,Tropics,1993-01-15,-22.74,1993.041095890411
TOPEX,World,1993-01-15,-19.55,1993.041095890411
TOPEX,Yellow Sea,1993-01-15,-58.61,1993.041095890411
TOPEX,Adriatic Sea,1993-01-16,-52.71,1993.0438356164384
TOPEX,Andaman Sea,1993-01-16,-114.94,1993.0438356164384
TOPEX,Atlantic Ocean,1993-01-16,-9.91,1993.0438356164384
TOPEX,Caribbean Sea,1993-01-16,-7.68,1993.0438356164384
TOPEX,North Atlantic,1993-01-16,-8.43,1993.0438356164384
TOPEX,Arabian Sea,1993-01-24,8.64,1993.0657534246575
TOPEX,Baltic Sea,1993-01-24,379.85,1993.0657534246575
TOPEX,Bay Bengal,1993-01-24,-30.23,1993.0657534246575
TOPEX,Bering Sea,1993-01-24,-57.35,1993.0657534246575
TOPEX,South China,1993-01-24,12.3,1993.0657534246575
TOPEX,Andaman Sea,1993-01-25,-105.74,1993.0684931506848
TOPEX,Atlantic Ocean,1993-01-25,-19.11,1993.0684931506848
TOPEX,Caribbean Sea,1993-01-25,-13.98,1993.0684931506848
TOPEX,Gulf Mexico,1993-01-25,-28.65,1993.0684931506848
TOPEX,Indian Ocean,1993-01-25,-8.43,1993.0684931506848
TOPEX,Indonesian,1993-01-25,-8.39,1993.0684931506848
TOPEX,Mediterranean,1993-01-25,-90.98,1993.0684931506848
TOPEX,Nino,1993-01-25,-11.83,1993.0684931506848
TOPEX,North Atlantic,1993-01-25,-35.63,1993.0684931506848
TOPEX,North Pacific,1993-01-25,-61.21,1993.0684931506848
TOPEX,North Sea,1993-01-25,145.11,1993.0684931506848
TOPEX,Pacific Ocean,1993-01-25,-33.88,1993.0684931506848
TOPEX,Persian Gulf,1993-01-25,-74.97,1993.0684931506848
TOPEX,Sea Japan,1993-01-25,-96.45,1993.0684931506848
TOPEX,Sea Okhotsk,1993-01-25,-35.39,1993.0684931506848
TOPEX,Southern Ocean,1993-01-25,-13.03,1993.0684931506848
TOPEX,Tropics,1993-01-25,-24.84,1993.0684931506848
TOPEX,World,1993-01-25,-24.95,1993.0684931506848
TOPEX,Adriatic Sea,1993-01-26,-118.91,1993.0712328767124
TOPEX,Yellow Sea,1993-01-26,-96.11,1993.0712328767124
TOPEX,Baltic Sea,1993-02-04,495.15,1993.0958904109589
TOPEX,North Sea,1993-02-04,81.41,1993.0958904109589
TOPEX,Adriatic Sea,1993-02-05,-85.81,1993.0986301369862
TOPEX,Andaman Sea,1993-02-05,-158.54,1993.0986301369862
TOPEX,Arabian Sea,1993-02-05,-4.06,1993.0986301369862
TOPEX,Atlantic Ocean,1993-02-05,-23.01,1993.0986301369862
TOPEX,Bay Bengal,1993-02-05,-41.63,1993.0986301369862
TOPEX,Bering Sea,1993-02-05,-7.45,1993.0986301369862
TOPEX,Gulf Mexico,1993-02-05,-18.65,1993.0986301369862
TOPEX,Indian Ocean,1993-02-05,-19.73,1993.0986301369862
TOPEX,Indonesian,1993-02-05,24.81,1993.0986301369862
TOPEX,Mediterranean,1993-02-05,-66.28,1993.0986301369862
TOPEX,Nino,1993-02-05,-18.03,1993.0986301369862
TOPEX,North Atlantic,1993-02-05,-35.73,1993.0986301369862
TOPEX,North Pacific,1993-02-05,-82.41,1993.0986301369862
TOPEX,Pacific Ocean,1993-02-05,-35.68,1993.0986301369862
TOPEX,Persian Gulf,1993-02-05,-31.37,1993.0986301369862
TOPEX,Sea Japan,1993-02-05,-137.05,1993.0986301369862
TOPEX,Sea Okhotsk,1993-02-05,-37.39,1993.0986301369862
TOPEX,South China,1993-02-05,-17.7,1993.0986301369862
TOPEX,Southern Ocean,1993-02-05,-14.03,1993.0986301369862
TOPEX,Tropics,1993-02-05,-29.44,1993.0986301369862
TOPEX,World,1993-02-05,-29.05,1993.0986301369862
TOPEX,Yellow Sea,1993-02-05,-146.51,1993.0986301369862
TOPEX,Caribbean Sea,1993-02-06,-35.38,1993.1013698630136
TOPEX,Arabian Sea,1993-02-13,8.44,1993.1205479452055
TOPEX,Baltic Sea,1993-02-13,317.05,1993.1205479452055
TOPEX,Bay Bengal,1993-02-13,-55.83,1993.1205479452055
TOPEX,Caribbean Sea,1993-02-13,-35.18,1993.1205479452055
TOPEX,Indian Ocean,1993-02-13,-14.23,1993.1205479452055
TOPEX,Mediterranean,1993-02-13,-157.88,1993.1205479452055
TOPEX,North Sea,1993-02-13,48.81,1993.1205479452055
TOPEX,Pacific Ocean,1993-02-13,-29.78,1993.1205479452055
TOPEX,Sea Okhotsk,1993-02-13,-15.59,1993.1205479452055
TOPEX,South China,1993-02-13,-72.9,1993.1205479452055
TOPEX,Andaman Sea,1993-02-14,-190.64,1993.123287671233
TOPEX,Atlantic Ocean,1993-02-14,-25.61,1993.123287671233
TOPEX,Bering Sea,1993-02-14,-3.85,1993.123287671233
TOPEX,Gulf Mexico,1993-02-14,-46.55,1993.123287671233
TOPEX,Indonesian,1993-02-14,9.11,1993.123287671233
TOPEX,Nino,1993-02-14,-20.83,1993.123287671233
TOPEX,North Atlantic,1993-02-14,-37.73,1993.123287671233
TOPEX,North Pacific,1993-02-14,-63.81,1993.123287671233
TOPEX,Persian Gulf,1993-02-14,-100.57,1993.123287671233
TOPEX,Sea Japan,1993-02-14,-122.05,1993.123287671233
TOPEX,Southern Ocean,1993-02-14,-8.63,1993.123287671233
TOPEX,Tropics,1993-02-14,-30.44,1993.123287671233
TOPEX,World,1993-02-14,-27.35,1993.123287671233
TOPEX,Yellow Sea,1993-02-14,-105.01,1993.123287671233
TOPEX,Adriatic Sea,1993-02-15,-188.61,1993.1260273972603
TOPEX,North Sea,1993-02-23,6.31,1993.1479452054793
TOPEX,South China,1993-02-23,-70.6,1993.1479452054793
TOPEX,Arabian Sea,1993-02-24,24.14,1993.150684931507
TOPEX,Atlantic Ocean,1993-02-24,-24.61,1993.150684931507
TOPEX,Baltic Sea,1993-02-24,184.75,1993.150684931507
TOPEX,Bay Bengal,1993-02-24,-56.63,1993.150684931507
TOPEX,Bering Sea,1993-02-24,-17.05,1993.150684931507
TOPEX,Gulf Mexico,1993-02-24,-27.65,1993.150684931507
TOPEX,Indian Ocean,1993-02-24,-3.53,1993.150684931507
TOPEX,Indonesian,1993-02-24,5.01,1993.150684931507
TOPEX,Mediterranean,1993-02-24,-134.68,1993.150684931507
TOPEX,Nino,1993-02-24,-16.83,1993.150684931507
TOPEX,North Atlantic,1993-02-24,-51.83,1993.150684931507
TOPEX,North Pacific,1993-02-24,-57.61,1993.150684931507
TOPEX,Pacific Ocean,1993-02-24,-23.28,1993.150684931507
TOPEX,Persian Gulf,1993-02-24,-70.07,1993.150684931507
TOPEX,Sea Japan,1993-02-24,-73.75,1993.150684931507
TOPEX,Sea Okhotsk,1993-02-24,6.71,1993.150684931507
TOPEX,Southern Ocean,1993-02-24,0.97,1993.150684931507
TOPEX,Tropics,1993-02-24,-23.04,1993.150684931507
TOPEX,World,1993-02-24,-21.55,1993.150684931507
TOPEX,Yellow Sea,1993-02-24,-133.31,1993.150684931507
TOPEX,Adriatic Sea,1993-02-25,-127.81,1993.1534246575343
TOPEX,Andaman Sea,1993-02-25,-158.54,1993.1534246575343
TOPEX,Caribbean Sea,1993-02-25,-40.38,1993.1534246575343
TOPEX,Baltic Sea,1993-03-05,3.25,1993.1753424657534
TOPEX,North Sea,1993-03-05,-116.99,1993.1753424657534
TOPEX,Sea Okhotsk,1993-03-05,-14.29,1993.1753424657534
TOPEX,Andaman Sea,1993-03-06,-171.44,1993.1780821917807
TOPEX,Arabian Sea,1993-03-06,26.34,1993.1780821917807
TOPEX,Atlantic Ocean,1993-03-06,-23.71,1993.1780821917807
TOPEX,Bay Bengal,1993-03-06,-42.13,1993.1780821917807
TOPEX,Bering Sea,1993-03-06,-13.05,1993.1780821917807
TOPEX,Caribbean Sea,1993-03-06,-55.98,1993.1780821917807
TOPEX,Gulf Mexico,1993-03-06,-60.45,1993.1780821917807
TOPEX,Indian Ocean,1993-03-06,-7.53,1993.1780821917807
TOPEX,Indonesian,1993-03-06,-29.69,1993.1780821917807
TOPEX,Mediterranean,1993-03-06,-57.58,1993.1780821917807
TOPEX,Nino,1993-03-06,-8.13,1993.1780821917807
TOPEX,North Atlantic,1993-03-06,-59.73,1993.1780821917807
TOPEX,North Pacific,1993-03-06,-43.21,1993.1780821917807
TOPEX,Pacific Ocean,1993-03-06,-16.48,1993.1780821917807
TOPEX,Persian Gulf,1993-03-06,14.03,1993.1780821917807
TOPEX,Sea Japan,1993-03-06,-84.35,1993.1780821917807
TOPEX,South China,1993-03-06,-29.9,1993.1780821917807
TOPEX,Southern Ocean,1993-03-06,-0.13,1993.1780821917807
TOPEX,Tropics,1993-03-06,-18.64,1993.1780821917807
TOPEX,World,1993-03-06,-18.65,1993.1780821917807
TOPEX,Adriatic Sea,1993-03-07,-58.21,1993.1808219178083
TOPEX,Yellow Sea,1993-03-07,-106.91,1993.1808219178083
TOPEX,Baltic Sea,1993-03-15,-122.15,1993.2027397260274
TOPEX,North Sea,1993-03-15,36.31,1993.2027397260274
TOPEX,Andaman Sea,1993-03-16,-104.04,1993.2054794520548
TOPEX,Arabian Sea,1993-03-16,41.84,1993.2054794520548
TOPEX,Atlantic Ocean,1993-03-16,-21.61,1993.2054794520548
TOPEX,Bay Bengal,1993-03-16,-49.13,1993.2054794520548
TOPEX,Bering Sea,1993-03-16,-10.45,1993.2054794520548
TOPEX,Caribbean Sea,1993-03-16,-47.98,1993.2054794520548
TOPEX,Gulf Mexico,1993-03-16,-91.45,1993.2054794520548
TOPEX,Indian Ocean,1993-03-16,-4.83,1993.2054794520548
TOPEX,Indonesian,1993-03-16,-30.29,1993.2054794520548
TOPEX,Mediterranean,1993-03-16,-74.28,1993.2054794520548
TOPEX,Nino,1993-03-16,-7.23,1993.2054794520548
TOPEX,North Atlantic,1993-03-16,-55.13,1993.2054794520548
TOPEX,North Pacific,1993-03-16,-53.81,1993.2054794520548
TOPEX,Pacific Ocean,1993-03-16,-19.68,1993.2054794520548
TOPEX,Persian Gulf,1993-03-16,-37.97,1993.2054794520548
TOPEX,Sea Japan,1993-03-16,-57.05,1993.2054794520548
TOPEX,Sea Okhotsk,1993-03-16,24.31,1993.2054794520548
TOPEX,South China,1993-03-16,-66.9,1993.2054794520548
TOPEX,Southern Ocean,1993-03-16,2.17,1993.2054794520548
TOPEX,Tropics,1993-03-16,-19.54,1993.2054794520548
TOPEX,World,1993-03-16,-19.15,1993.2054794520548
TOPEX,Yellow Sea,1993-03-16,-48.81,1993.2054794520548
TOPEX,Adriatic Sea,1993-03-18,-121.01,1993.2109589041097
TOPEX,Baltic Sea,1993-03-25,142.65,1993.2301369863014
TOPEX,Bay Bengal,1993-03-25,-54.73,1993.2301369863014
TOPEX,North Sea,1993-03-25,28.51,1993.2301369863014
TOPEX,South China,1993-03-25,-56.5,1993.2301369863014
TOPEX,Andaman Sea,1993-03-26,-114.84,1993.2328767123288
TOPEX,Arabian Sea,1993-03-26,26.84,1993.2328767123288
TOPEX,Atlantic Ocean,1993-03-26,-34.21,1993.2328767123288
TOPEX,Bering Sea,1993-03-26,-29.35,1993.2328767123288
TOPEX,Caribbean Sea,1993-03-26,-66.18,1993.2328767123288
TOPEX,Gulf Mexico,1993-03-26,-77.25,1993.2328767123288
TOPEX,Indian Ocean,1993-03-26,-15.83,1993.2328767123288
TOPEX,Indonesian,1993-03-26,-34.59,1993.2328767123288
TOPEX,Mediterranean,1993-03-26,-133.98,1993.2328767123288
TOPEX,Nino,1993-03-26,-9.93,1993.2328767123288
TOPEX,North Atlantic,1993-03-26,-73.03,1993.2328767123288
TOPEX,North Pacific,1993-03-26,-44.81,1993.2328767123288
TOPEX,Pacific Ocean,1993-03-26,-15.08,1993.2328767123288
TOPEX,Persian Gulf,1993-03-26,-80.27,1993.2328767123288
TOPEX,Sea Japan,1993-03-26,-38.05,1993.2328767123288
TOPEX,Sea Okhotsk,1993-03-26,-12.99,1993.2328767123288
TOPEX,Southern Ocean,1993-03-26,-3.33,1993.2328767123288
TOPEX,Tropics,1993-03-26,-22.64,1993.2328767123288
TOPEX,World,1993-03-26,-22.65,1993.2328767123288
TOPEX,Adriatic Sea,1993-03-27,-168.81,1993.2356164383561
TOPEX,Yellow Sea,1993-03-27,-78.71,1993.2356164383561
TOPEX,Andaman Sea,1993-04-14,-74.24,1993.2849315068493
TOPEX,Arabian Sea,1993-04-14,44.64,1993.2849315068493
TOPEX,Baltic Sea,1993-04-14,-249.25,1993.2849315068493
TOPEX,Bay Bengal,1993-04-14,-40.63,1993.2849315068493
TOPEX,Mediterranean,1993-04-14,-94.28,1993.2849315068493
TOPEX,North Sea,1993-04-14,-150.09,1993.2849315068493
TOPEX,Persian Gulf,1993-04-14,-98.57,1993.2849315068493
TOPEX,Sea Japan,1993-04-14,-21.55,1993.2849315068493
TOPEX,Sea Okhotsk,1993-04-14,-39.29,1993.2849315068493
TOPEX,South China,1993-04-14,-31.8,1993.2849315068493
TOPEX,Atlantic Ocean,1993-04-15,-27.31,1993.2876712328766
TOPEX,Bering Sea,1993-04-15,-31.55,1993.2876712328766
TOPEX,Caribbean Sea,1993-04-15,-41.28,1993.2876712328766
TOPEX,Gulf Mexico,1993-04-15,-41.25,1993.2876712328766
TOPEX,Indian Ocean,1993-04-15,-30.53,1993.2876712328766
TOPEX,Indonesian,1993-04-15,-58.79,1993.2876712328766
TOPEX,Nino,1993-04-15,-12.43,1993.2876712328766
TOPEX,North Atlantic,1993-04-15,-61.63,1993.2876712328766
TOPEX,North Pacific,1993-04-15,-47.31,1993.2876712328766
TOPEX,Pacific Ocean,1993-04-15,-20.88,1993.2876712328766
TOPEX,Southern Ocean,1993-04-15,-11.93,1993.2876712328766
TOPEX,Tropics,1993-04-15,-23.84,1993.2876712328766
TOPEX,World,1993-04-15,-25.95,1993.2876712328766
TOPEX,Yellow Sea,1993-04-15,-72.61,1993.2876712328766
TOPEX,Adriatic Sea,1993-04-16,-104.51,1993.2904109589042
TOPEX,Baltic Sea,1993-04-23,-213.05,1993.309589041096
TOPEX,Andaman Sea,1993-04-24,-23.24,1993.3123287671233
TOPEX,Bay Bengal,1993-04-24,-7.23,1993.3123287671233
TOPEX,Indian Ocean,1993-04-24,-17.53,1993.3123287671233
TOPEX,Mediterranean,1993-04-24,-79.08,1993.3123287671233
TOPEX,Nino,1993-04-24,-7.13,1993.3123287671233
TOPEX,North Sea,1993-04-24,-99.69,1993.3123287671233
TOPEX,Pacific Ocean,1993-04-24,-12.88,1993.3123287671233
TOPEX,Persian Gulf,1993-04-24,-57.57,1993.3123287671233
TOPEX,Sea Japan,1993-04-24,-19.25,1993.3123287671233
TOPEX,South China,1993-04-24,-98.3,1993.3123287671233
TOPEX,Southern Ocean,1993-04-24,-7.43,1993.3123287671233
TOPEX,Tropics,1993-04-24,-15.64,1993.3123287671233
TOPEX,World,1993-04-24,-19.75,1993.3123287671233
TOPEX,Adriatic Sea,1993-04-25,-91.11,1993.3150684931506
TOPEX,Arabian Sea,1993-04-25,64.54,1993.3150684931506
TOPEX,Atlantic Ocean,1993-04-25,-28.61,1993.3150684931506
TOPEX,Bering Sea,1993-04-25,-20.45,1993.3150684931506
TOPEX,Caribbean Sea,1993-04-25,-39.18,1993.3150684931506
TOPEX,Gulf Mexico,1993-04-25,-63.45,1993.3150684931506
TOPEX,Indonesian,1993-04-25,-69.29,1993.3150684931506
TOPEX,North Atlantic,1993-04-25,-69.73,1993.3150684931506
TOPEX,North Pacific,1993-04-25,-37.51,1993.3150684931506
TOPEX,Sea Okhotsk,1993-04-25,-23.69,1993.3150684931506
TOPEX,Yellow Sea,1993-04-25,-52.91,1993.3150684931506
TOPEX,Andaman Sea,1993-05-04,-10.74,1993.3397260273973
TOPEX,Arabian Sea,1993-05-04,75.24,1993.3397260273973
TOPEX,Atlantic Ocean,1993-05-04,-29.31,1993.3397260273973
TOPEX,Baltic Sea,1993-05-04,-141.45,1993.3397260273973
TOPEX,Bay Bengal,1993-05-04,24.77,1993.3397260273973
TOPEX,Gulf Mexico,1993-05-04,-57.65,1993.3397260273973
TOPEX,Indian Ocean,1993-05-04,1.27,1993.3397260273973
TOPEX,Indonesian,1993-05-04,-91.19,1993.3397260273973
TOPEX,Mediterranean,1993-05-04,-55.08,1993.3397260273973
TOPEX,Nino,1993-05-04,-13.53,1993.3397260273973
TOPEX,North Pacific,1993-05-04,-39.61,1993.3397260273973
TOPEX,North Sea,1993-05-04,-102.59,1993.3397260273973
TOPEX,Pacific Ocean,1993-05-04,-19.68,1993.3397260273973
TOPEX,Persian Gulf,1993-05-04,-48.87,1993.3397260273973
TOPEX,Sea Japan,1993-05-04,-56.95,1993.3397260273973
TOPEX,Sea Okhotsk,1993-05-04,-32.79,1993.3397260273973
TOPEX,South China,1993-05-04,-80.3,1993.3397260273973
TOPEX,Southern Ocean,1993-05-04,-4.93,1993.3397260273973
TOPEX,Tropics,1993-05-04,-16.24,1993.3397260273973
TOPEX,World,1993-05-04,-19.55,1993.3397260273973
TOPEX,Adriatic Sea,1993-05-05,-66.61,1993.3424657534247
TOPEX,Bering Sea,1993-05-05,-29.65,1993.3424657534247
TOPEX,Caribbean Sea,1993-05-05,-44.78,1993.3424657534247
TOPEX,North Atlantic,1993-05-05,-68.73,1993.3424657534247
TOPEX,Yellow Sea,1993-05-05,-36.51,1993.3424657534247
TOPEX,Baltic Sea,1993-05-13,-210.25,1993.3643835616438
TOPEX,Andaman Sea,1993-05-14,28.36,1993.3671232876711
TOPEX,Arabian Sea,1993-05-14,74.74,1993.3671232876711
TOPEX,Atlantic Ocean,1993-05-14,-20.21,1993.3671232876711
TOPEX,Bay Bengal,1993-05-14,21.97,1993.3671232876711
TOPEX,Bering Sea,1993-05-14,-3.35,1993.3671232876711
TOPEX,Gulf Mexico,1993-05-14,-38.25,1993.3671232876711
TOPEX,Indian Ocean,1993-05-14,-0.03,1993.3671232876711
TOPEX,Indonesian,1993-05-14,-101.39,1993.3671232876711
TOPEX,Mediterranean,1993-05-14,-50.18,1993.3671232876711
TOPEX,Nino,1993-05-14,-11.43,1993.3671232876711
TOPEX,North Pacific,1993-05-14,-38.01,1993.3671232876711
TOPEX,North Sea,1993-05-14,-144.89,1993.3671232876711
TOPEX,Pacific Ocean,1993-05-14,-18.08,1993.3671232876711
TOPEX,Persian Gulf,1993-05-14,-83.57,1993.3671232876711
TOPEX,Sea Japan,1993-05-14,-41.35,1993.3671232876711
TOPEX,Sea Okhotsk,1993-05-14,-25.59,1993.3671232876711
TOPEX,South China,1993-05-14,-83.5,1993.3671232876711
TOPEX,Southern Ocean,1993-05-14,-6.83,1993.3671232876711
TOPEX,Tropics,1993-05-14,-12.94,1993.3671232876711
TOPEX,World,1993-05-14,-16.85,1993.3671232876711
TOPEX,Adriatic Sea,1993-05-15,-62.41,1993.3698630136987
TOPEX,Caribbean Sea,1993-05-15,-45.18,1993.3698630136987
TOPEX,North Atlantic,1993-05-15,-55.73,1993.3698630136987
TOPEX,Yellow Sea,1993-05-15,-34.31,1993.3698630136987
TOPEX,Baltic Sea,1993-05-23,-261.25,1993.3917808219178
TOPEX,Andaman Sea,1993-05-24,-5.64,1993.3945205479451
TOPEX,Arabian Sea,1993-05-24,68.74,1993.3945205479451
TOPEX,Atlantic Ocean,1993-05-24,-28.21,1993.3945205479451
TOPEX,Bay Bengal,1993-05-24,34.37,1993.3945205479451
TOPEX,Bering Sea,1993-05-24,-12.95,1993.3945205479451
TOPEX,Caribbean Sea,1993-05-24,-36.98,1993.3945205479451
TOPEX,Gulf Mexico,1993-05-24,-26.45,1993.3945205479451
TOPEX,Indian Ocean,1993-05-24,-4.63,1993.3945205479451
TOPEX,Indonesian,1993-05-24,-108.29,1993.3945205479451
TOPEX,Mediterranean,1993-05-24,-36.28,1993.3945205479451
TOPEX,Nino,1993-05-24,-17.43,1993.3945205479451
TOPEX,North Atlantic,1993-05-24,-52.13,1993.3945205479451
TOPEX,North Pacific,1993-05-24,-50.81,1993.3945205479451
TOPEX,North Sea,1993-05-24,-78.69,1993.3945205479451
TOPEX,Pacific Ocean,1993-05-24,-22.18,1993.3945205479451
TOPEX,Persian Gulf,1993-05-24,-116.77,1993.3945205479451
TOPEX,Sea Japan,1993-05-24,-49.65,1993.3945205479451
TOPEX,Sea Okhotsk,1993-05-24,-14.59,1993.3945205479451
TOPEX,South China,1993-05-24,-85.5,1993.3945205479451
TOPEX,Southern Ocean,1993-05-24,-15.93,1993.3945205479451
TOPEX,Tropics,1993-05-24,-16.54,1993.3945205479451
TOPEX,World,1993-05-24,-21.75,1993.3945205479451
TOPEX,Yellow Sea,1993-05-25,-60.81,1993.3972602739725
TOPEX,Adriatic Sea,1993-05-27,-60.61,1993.4027397260274
TOPEX,Baltic Sea,1993-06-02,-195.95,1993.4191780821918
TOPEX,Andaman Sea,1993-06-03,44.16,1993.4219178082192
TOPEX,Arabian Sea,1993-06-03,58.54,1993.4219178082192
TOPEX,Atlantic Ocean,1993-06-03,-41.01,1993.4219178082192
TOPEX,Bay Bengal,1993-06-03,25.47,1993.4219178082192
TOPEX,Gulf Mexico,1993-06-03,-35.75,1993.4219178082192
TOPEX,Indian Ocean,1993-06-03,-11.63,1993.4219178082192
TOPEX,Indonesian,1993-06-03,-111.29,1993.4219178082192
TOPEX,Mediterranean,1993-06-03,-40.48,1993.4219178082192
TOPEX,Nino,1993-06-03,-29.83,1993.4219178082192
TOPEX,North Atlantic,1993-06-03,-58.33,1993.4219178082192
TOPEX,North Pacific,1993-06-03,-50.01,1993.4219178082192
TOPEX,North Sea,1993-06-03,-61.29,1993.4219178082192
