,Numeric_date,Value
0,2.00103,368.02248790241714
1,1.998,361.78073658846415
2,1.99627927213,359.6477931830841
3,1.99440564212,357.10673969933646
4,1.99308,353.94668533391206
5,1.9923135170600001,353.72423581425323
6,1.99113481671,352.41630841973364
7,1.98997139973,350.8086522409729
8,1.9894079678099998,349.8002703595191
9,1.98896633494,349.27841464963046
10,1.98806951193,347.59740561133145
11,1.9872085916000002,345.44120600376243
12,1.9866160162000002,344.71776861346984
13,1.98614322834,343.9736767615952
14,1.98576218002,343.1107520502481
15,1.98491675295,342.0519764062061
16,1.98307684987,341.3292967441024
17,1.9830259186599999,339.4604885213476
18,1.9791425898800001,334.84855553252345
19,1.97679675037,335.54695345792317
20,1.97667036968,332.3689555204767
21,1.97557092123,332.3656863259178
22,1.9741334133200001,331.54980566810485
23,1.9720883343800002,328.41588801232757
24,1.97204101781,330.3504422217994
25,1.97087268198,326.3093257445175
26,1.97065630201,326.6491948420144
27,1.97063715024,324.9059936630005
28,1.97022168348,324.5570616692709
29,1.96942321802,324.70605757685405
30,1.9689843708299999,325.07717594979096
31,1.96881386949,324.08551736938495
32,1.9685387485599999,320.38065078205506
33,1.96678904408,320.4923553617883
34,1.96654523533,322.1747797142201
35,1.96586601157,320.98156635342656
36,1.9652978781100001,319.1950596158425
37,1.9652263492300002,319.8929363220089
38,1.96356449559,319.12347301713646
39,1.96320001828,319.06606441856763
40,1.96261527986,318.61106261456985
41,1.96254209154,317.4481354802273
42,1.9623953410900001,319.1381732232432
43,1.9623219163999999,317.5216280215933
44,1.9617159,316.59261011941027
45,1.96056866172,318.20658038167187
46,1.9603140447999998,313.0933880516286
47,1.95909269585,311.98389241638387
48,1.9585629711199999,316.3340200101121
49,1.95810278585,316.1014028920352
50,1.95787242429,314.57216625352925
51,1.95725753884,315.2703546298443
52,1.95720337364,316.3253801823537
53,1.9571037471,314.4370577968855
54,1.9561572,315.342073915026
55,1.9547959646500002,314.7139613439055
56,1.95379154436,313.1710570119369
57,1.9537139373699999,312.8003637775662
58,1.9535585613600002,312.22274083278216
59,1.95238391817,312.1844627182946
60,1.9502509,312.0017776102837
61,1.9496684717400001,313.6602846482332
62,1.94877405468,309.6939936066409
63,1.9477064869,311.57094999761165
64,1.94666339683,310.36290017732523
65,1.94662686004,312.8663621464335
66,1.94561583916,312.5596867804179
67,1.94555722017,311.9671347125998
68,1.9453873887300002,311.8114965345337
69,1.94496280981,310.440204448011
70,1.94476432292,311.2775834649954
71,1.94450904266,310.224309572614
72,1.94357364794,312.36164019507424
73,1.94220734108,311.878053578341
74,1.9420354128500001,312.8437329659678
75,1.94177969825,312.393938618938
76,1.9408394153700002,311.80226771747726
77,1.94075400876,307.7386635857962
78,1.939969,309.80091502114107
79,1.93959182732,310.9510867188181
80,1.9392224850800002,311.21179432912515
81,1.93896772264,310.4566675193962
82,1.9381616,308.47982780846024
83,1.9381298524900001,311.94102882822733
84,1.93786788013,311.52050972739016
85,1.93776669305,312.3293254879136
86,1.9368632143,307.4076931745866
87,1.93587335809,309.3446868650601
88,1.93570945667,307.25859856593024
89,1.9350563011100002,306.3197983876916
90,1.9338764246,309.6306260790445
91,1.93359304922,307.0755443187391
92,1.9327809244299998,305.94402817135216
93,1.93253729929,308.27919921307927
94,1.9322936041999998,308.25556223436706
95,1.9308296938399998,305.7409186942765
96,1.92938632573,305.3808267142061
97,1.9287436,305.78294147245686
98,1.9285393067699999,305.70537216677735
99,1.9281568,305.66786848134046
100,1.9277964596300001,308.01874186181465
101,1.9253130429099998,304.96915678718324
102,1.92474838102,304.7159146968185
103,1.92283688341,306.19862429992156
104,1.92250504221,303.1815383191544
105,1.9197077812,301.8758603769565
106,1.9186683988,304.61320734820134
107,1.91787458812,303.85222132002366
108,1.91578603087,301.9151507114715
109,1.91439299596,300.7000886560916
110,1.91251514031,301.29772622272134
111,1.9112850140400002,299.25727749401767
112,1.9110953884400002,297.7268153632511
113,1.91071585085,298.10624698316605
114,1.90976476931,297.86910679162327
115,1.9085239078899998,301.50413540464433
116,1.9057742,299.62686294971274
117,1.9055435633100002,297.32821856127947
118,1.90535080414,299.0235966178361
119,1.9039065253399998,295.9913578166476
120,1.90170187471,295.6106368299745
121,1.90017835076,294.22072160003313
122,1.8989424049899999,297.0473645165553
123,1.8986571603100002,295.2814574829282
124,1.89375632496,293.80883068272027
125,1.89365882106,293.16654166689625
126,1.8930603000000001,295.3164626735822
127,1.89287839551,294.8594308441452
128,1.8923905185399998,295.17192926023625
129,1.8898689421900001,290.9175394046256
130,1.8890074805300001,292.3423879392772
131,1.88739446673,294.34178746728605
132,1.88560012903,288.1157636999787
133,1.8841799000000001,289.2265988139854
134,1.88379147243,289.7624132149648
135,1.88292235372,292.46393479402104
136,1.87995058398,287.7707291897673
137,1.87690521677,289.3281310647417
138,1.8737379803199998,291.5581974658393
139,1.87282637783,286.6550967370638
140,1.8700446858,286.32578146070443
141,1.86965612172,287.9864944292303
142,1.86841491309,289.53614491302415
143,1.8677304,287.9922513016967
144,1.86674388795,285.05229227816864
145,1.86412838177,286.65415816058197
146,1.86297855574,285.3533187571561
147,1.86183448069,287.17456217295097
148,1.85884404142,286.6330756116753
149,1.8566203277300002,283.16210074754474
150,1.85471838118,285.56557722684016
151,1.85370827504,288.05443747992655
152,1.85110564731,285.4658308627274
153,1.850827,288.7903954001126
154,1.8502623816000001,284.00163402345765
155,1.8473218,286.839237474432
156,1.84590489061,283.6198856894272
157,1.84465465393,283.1828720355646
158,1.84446111002,283.5311237194569
159,1.84329321289,281.58148260537183
